docdb_family_id,application_number,appln_auth,auth_family,priority_auth,appln_filing_year,appln_nr_epodoc,appln_nr_original,docdb_family_size,receiving_office,nb_applicants_x,nb_inventors_x,granted,main_ipc_group,sector,field,nb_applicants_y,nb_inventors_y,person_ctry_code,person_name,person_id,doc_std_name_id,psn_sector,applt_seq_nr,invt_seq_nr,role
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,  ,HERALD REIERSEN,58681008,5275840,,0,7,Inventor
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,  ,WAYNE R GOMBOTZ,60353680,22490289,,0,2,Inventor
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,  ,THOMAS DUDLER,60383261,17348743,,0,1,Inventor
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,  ,SERGEJ KIPRIJANOV,62220483,17512618,,0,8,Inventor
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,  ,ANITA KAVLIE,69255014,17975827,,0,5,Inventor
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,  ,OMEROS CORP,59710550,89378,COMPANY,1,0,Applicant
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,US,OMEROS CORPORATION,64781809,89378,COMPANY,1,0,Applicant
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,US,OMEROS CORPORATION,65355318,89378,COMPANY,1,0,Applicant
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,  ,JAMES BRIAN PARENT,65397380,23809531,,0,3,Inventor
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,US,"TEDFORD, Clark",71036236,23270227,,0,4,Inventor
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,NO,"HAGEMANN, Urs, Beat",76444362,4406052,,0,6,Inventor
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,NO,"REIERSEN, Herald",76537686,1014027,,0,7,Inventor
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,US,"PARENT, James, Brian",76600246,496052,,0,3,Inventor
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,US,"TEDFORD, Clark, E.",76610027,685348,,0,4,Inventor
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,NO,"KIPRIJANOV, Sergej",76912606,1077411,,0,8,Inventor
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,US,"GOMBOTZ, Wayne, R.",77608549,14517,,0,2,Inventor
47090380,US201213464334A ,US,"AU, BR, CA, CL, CN, CY, DK, EP, ES, HR, HU, IL, JP, KR, LT, ME, MX, NZ, PL, PT, RS, RU, SI, SM, US, WO, ZA",WO,2012,"US201213464334, WO2012US36509, EP20120779347, AU20120250627, CA20122832871, IL20130229208, KR20137032078, CN20128032866, MX20130012862, JP20140509474, RU20130153527, JP20150177337, US201514660040, NZ20120617487, ZA20130008943, KR20167018831, US201615263876, CN201710201126, NZ20120715226, KR20187021028, JP20180072245, CA20123025762, MX20170006060, CL20130003140, US201816034896, RU20170137872, IL20190266756, EP20190215429, DK20120779347T, JP20200031661, PT20120779347T, BR20131128429, PL20120779347T, SI20120031793T, HR2020P000887T, LT20120779347T, RS2020P000685, HU2012E779347, ES20120779347T, US202016857558, IL20120229208, ME2020P0000121, IL20210285522, CA20123131223, RU20200120539, NZ20120733310, JP20220139872, MX20180014714, CY20201100525T, US202318168192, JP20240156933, SM2020T000294T","13464334, US2012/036509, 12779347, 2012250627, 2832871, 229208, 1020137032078, 201280032866X, 2013012862, 2014509474, 2013153527/10, 2015177337, 14660040, 617487, 2013/08943, 1020167018831, 15263876, 201710201126, 715226, 1020187021028, 2018072245, 3025762, 2017006060, 2013003140, 16034896, 2017137872, 266756, 19215429, 2020031661, 127793479, 112013028429, 201231793, P20200887T, EP12779347, 20200685, E12779347, 16857558, P-2020-121, 285522, 3131223, 2020120539, 733310, 2022139872, 2018014714, 20201100525, 18168192, 2024156933, 20200294",52,  ,9,8,Y,A61K,N/A,N/A,1,8,DE,"HAGEMANN, Urs Beat",77649994,4406052,,0,6,Inventor
